"","C1","C2","C3","C4","C5","D2.1","D2.2","D2.3","D2.4","D2.5","D4.1","D4.2","D4.3","D4.4","D4.5","D7.2","D7.3","D7.4","D7.5","D14.1","D14.2","D14.3","D14.4","D14.5"
"ENSMUSG00000000386",7.78458871499658,7.14419925592143,7.85266518541536,7.49742756250614,7.26938143603208,9.34202359417042,10.284339550117,9.33273507810652,10.0104238298901,9.91113662191773,8.43221014499481,8.75138881379628,9.66772311254007,10.0015730582765,8.32469213052054,9.03131872262941,8.58642377745975,7.96458126333673,8.392412722453,6.69533686898953,6.85825395134168,7.78544177533603,6.61259840030131,6.11879657280228
"ENSMUSG00000000402",12.3670925313872,12.5015312901043,12.430736217774,12.3522134912253,12.5768069116059,12.5381538398182,12.6158084597047,12.7362951165166,12.53680830345,12.6216790026299,12.8578346500302,12.7095959588283,12.7823999468168,12.3870066905127,12.6655832316413,12.6080490975896,13.0414102088577,12.9050677178783,12.4020239124703,11.0493202392679,11.4158168256618,11.5023845407348,11.5379534053505,11.6901808013449
"ENSMUSG00000000409",10.3183289579575,10.0269128650273,10.3765102312508,10.127989919124,10.2882812215672,9.56995067835666,9.93901789960396,9.42462223227194,9.79822340829653,9.4755453210104,10.4497574214912,9.86528057692445,11.0242885149041,10.4841068156584,10.2983963661525,10.0209088700601,10.4076159116432,10.7916203674548,10.8789812103641,8.584524977218,8.6729167861364,8.5600002731071,9.00836506687004,8.47340839086785
"ENSMUSG00000000411",5.20898719006117,5.26099526896076,5.29002037016725,5.18473108450952,5.14461330017454,4.76377188959797,5.16334299881983,5.25461208809049,5.41293486076111,5.33543438071052,5.71082960553114,5.26657578904609,5.15477269362968,5.39106718490705,4.76377188959797,5.14850115484517,5.42688961402947,5.63643342731527,5.14220904948726,5.18665079715792,5.74904245333552,6.68533111422196,6.06563678036417,5.16002741830946
"ENSMUSG00000000416",9.3889009579657,9.20392028031199,9.32147463408135,8.84178766660838,9.59281057883879,7.89614412981515,7.97550009799106,7.87867817999271,7.97533928260743,7.82914574761159,8.33095968694161,8.58210622438642,8.30844545738972,8.31812931169184,8.82505123675524,9.57132930020673,9.52885148633469,9.26405926709816,9.57568846389178,7.45868984907447,7.79593584676006,8.08887842007383,8.27504201770837,8.5788785062854
"ENSMUSG00000000440",9.44043015558977,9.18785143642137,8.96219397724693,9.54595710250363,9.30818174437534,9.27517552003788,9.39215863712121,9.11823103769826,8.67347063909437,8.81468110845775,10.9601991555486,10.4670718264797,10.1107528553318,10.5528878492734,10.2675187938489,9.1840850600539,9.69753409713981,9.86412437907617,9.5559799113022,9.50316004134479,9.18783687232011,9.07184309311331,9.07000304897232,9.21545150143972
"ENSMUSG00000000486",10.1496432001034,9.9513034639293,10.4127567464319,10.2480562655695,10.1846408322186,9.54180439383668,9.54397599841875,9.28938895844683,9.55571245688382,9.4489900045644,10.1670935784502,10.0570515333977,10.7298026770827,10.53269754297,9.93253001861629,9.97006222088852,10.776991753242,10.6220155942985,10.5647516871873,8.82880003919139,9.06578925401494,9.31203332924667,9.4659179759073,8.50257972785547
"ENSMUSG00000000489",12.8171777379247,12.7144795465194,12.4383567268073,12.5429924679368,12.6591713640053,12.2513116196976,12.5242662109895,12.5797377995993,12.485661578771,12.2786518721895,12.1476688585481,11.7056063398996,12.1773432013435,12.2291450275509,12.1679247993273,12.6726023495835,12.5894519195985,12.522033335031,12.8484435245306,11.1505275155502,11.8529877508463,10.6294856046229,11.5696329673945,12.38431394836
"ENSMUSG00000000530",15.1753652046383,15.4087376693422,15.1625470785245,15.3346623195986,15.2856934983862,13.8525358111294,14.444003632825,14.5245345071129,14.2627052067532,13.9614996389066,13.5690588115241,12.8139583491641,14.099965973229,13.4149989311628,14.4949055633282,14.8079167116859,14.8116282650187,14.4922839066558,15.0469393254763,15.0613408974476,15.6363561763281,15.1463792502726,14.5738510810852,14.9135495325114
"ENSMUSG00000000552",9.57164836899906,9.1579167297673,9.37813859235394,8.68394242367896,9.40471874153288,9.96375488706924,9.78963495817708,9.80217097709457,9.9299178179388,9.7363384055914,10.6299916145858,10.2629530314926,10.6741483892715,10.2751468844359,10.144798841632,9.7979154945574,10.1010106462649,9.92626654271254,9.70657213167278,9.44830356748424,9.94460123268832,9.95408038146054,9.19511197662431,9.07321387465941
"ENSMUSG00000000555",11.5557668222052,11.7537501838602,11.731024452091,11.6652224707086,12.0428414800354,12.833106000247,12.7377677394863,12.6552949980553,13.3738818876795,12.9245020466296,12.0605356062022,11.6983886430694,12.2379642334145,11.8934903744786,11.8009993660853,11.8361700647531,11.5890966954706,11.9238711621926,11.9239407178232,11.741999628684,11.5007876891553,11.525792347189,11.5517866727975,11.6838635835707
"ENSMUSG00000000562",7.05644895218033,6.79015486030112,6.61426089484126,6.86193483619071,6.98381696689754,8.82124240846789,8.55207302090694,8.88227629375402,9.22656322936807,8.76663449993349,7.99826643681551,7.46618834035616,8.49373441454882,7.81585414820711,7.27765665991095,6.70887749525923,7.50540671242462,7.14293950347702,6.30029512987867,6.71278629913781,6.56750501743601,7.44844946903224,6.74462774107124,6.75972808911288
"ENSMUSG00000000567",5.86195134735354,5.70387984742184,6.44236566829814,6.01482243866701,6.26933079136977,6.55700793722656,6.6826634602025,6.67444317449308,6.94609868202262,6.56930299900443,5.97279863722651,6.85100221128908,6.3268724510158,5.93126070389221,6.63187423290212,6.24176621081395,6.03228344135444,6.80760806956892,6.26054763615764,6.65969326516248,5.99048719690421,5.86485306900967,5.9282855729001,6.19204312988926
"ENSMUSG00000000579",10.2038439382379,10.3197408540753,10.2249679034618,10.3085178808838,9.92528772735951,10.3200272982888,10.2758185838353,10.2775415938161,10.2280268530881,10.3606410108031,11.286503056573,11.4541614810159,11.0395082526261,11.5740977160423,10.8323282414089,10.6411171479736,10.8149188916714,10.6657029101013,10.7431280636914,10.5627765615035,10.949030421987,10.9498794805405,11.1162846001939,10.6829756807931
"ENSMUSG00000000617",4.76377188959797,5.85491483338776,5.50398652823093,5.92689521236692,5.78812656075553,5.1374893362194,5.16334299881983,5.32964839464416,5.1764031094894,4.76377188959797,5.31703018233564,5.37804903865789,5.66865343500594,5.99093725233945,5.44392141523588,5.57172643684686,5.14885796638619,5.55524989188775,5.87469049270052,4.76377188959797,4.76377188959797,5.1885795518836,4.76377188959797,4.76377188959797
"ENSMUSG00000000628",10.4216446235556,10.4907543321819,10.5360022511736,10.7379160534094,10.6055975596741,11.4588307471355,11.8554365848739,11.3392583272212,12.4302970296594,11.8458080787018,11.6721554021558,10.9364809256081,11.1301877945154,10.9461503157488,11.4365379743694,11.0196814547561,10.6852650986761,11.314457126636,10.8476717748554,11.7518680986046,12.1488103461235,12.1471594030452,12.3906925458168,11.2362279745982
"ENSMUSG00000000673",8.16218274794322,7.75516144599628,8.23522165095421,7.88748944801921,8.04881262205196,7.57516908971941,7.42354015013648,7.39651549092832,7.35708325545161,7.42550329670829,8.44490149871261,8.21765341984123,8.70725967711032,8.47114844767428,7.62339262421642,8.16449412361722,8.5148890483671,8.38127309626486,8.28266293646769,6.76373410752363,6.91476285274037,6.44971306022703,7.54014185952909,6.91152698637914
"ENSMUSG00000000682",11.2992905516379,11.1164494976556,11.3492026878695,11.1341341178976,11.0394246514557,12.0145590570265,12.0890158248895,11.7243925281809,12.4678217535088,12.1914950002162,12.3916939103954,12.1030115586229,12.6684450124318,12.5417106776192,11.6159474958094,11.5173491271387,11.6932954400584,11.4971237096041,11.5489852422527,9.70379477144428,10.347405907874,10.2326667821507,10.1434216150902,9.63075000313384
"ENSMUSG00000000730",5.83394924318795,5.85491483338776,5.76810347415885,5.692298919759,5.82031533002528,7.09735976202887,6.72929167788529,7.51243578922564,7.482737475246,7.23416347137865,5.81810924862417,5.6261705845964,5.96868665424386,5.79934978744576,5.59305325634114,5.52659523596051,5.52729074769537,5.84011052409616,5.71409503119985,5.35971030475591,5.17250113665212,4.76377188959797,4.76377188959797,5.16002741830946
"ENSMUSG00000000732",10.2975442738472,10.1928601340087,10.3301376863992,10.1606719196434,10.1439218448295,11.2569382068646,11.0098981537021,11.2931464217965,11.6271553130576,11.2166871457454,10.5755720675601,10.3604115749604,10.7178105252362,10.6776528466403,10.2972209186123,10.4101933567733,10.7413265234718,10.8029508608634,10.5772366984941,10.1767079261427,10.6060655179239,10.6208143286066,10.391100048264,9.79230575693477
"ENSMUSG00000000791",6.8889470115443,7.21150728828463,7.17238407276229,6.99725941920458,6.85228438873417,7.38580723228448,7.53629258886692,6.76744295306111,8.0694662618951,7.65774284089919,7.67534086030525,7.02610951516473,8.1322798629543,7.58006863576437,7.32595221520371,6.7922920484425,7.4974773149702,7.32722032151583,7.59544390084576,6.52619450920136,6.79916105655813,6.15503483168065,6.63233579479881,5.75744942838926
"ENSMUSG00000000817",6.8889470115443,6.64671695089319,7.20051277560118,6.98804367686715,7.82793352534496,6.92588779613987,6.75944807382225,6.23291929453862,6.78520114414995,6.88378897261337,6.94443507079987,7.38737290552587,7.62317185156561,7.02294562264379,7.56083979940484,6.76509092147024,6.76670656216932,7.76609373862576,8.09528517216596,6.677641822361,5.17250113665212,5.36240942056907,6.09726083954676,5.89358704619315
"ENSMUSG00000000861",8.78821153644384,8.33335205646551,9.01425602245397,8.57305732026149,9.06772687696277,8.35744460015466,8.51096893489117,8.02824735736777,7.74301220896766,8.01148150676941,8.29398253091166,8.34977861242022,8.88688525638562,8.57403027980001,8.11477301535669,9.01510835029496,9.18411799919159,9.06468878186811,9.33615433166936,7.01959569608923,6.70505980835514,5.74463624332847,7.37252036524874,6.68427669937737
"ENSMUSG00000000903",9.56337380402569,9.82210637440667,9.97137738353512,9.81606305157631,9.39248849869428,8.76438260298699,8.83094696671995,8.99762979335166,7.78821744688403,9.13469294710897,9.84081213541332,10.4378896942928,9.49962557059469,10.2800006536786,9.43873263995964,9.58966273776661,9.96419305877334,10.1403795466901,9.64855038028546,9.54012370151585,10.5897133037773,10.1202374072688,10.4083980079089,9.12488216149465
"ENSMUSG00000000957",11.9051770620967,11.9355956380954,11.6696235281581,11.8256718852853,11.8977551598735,13.6495625416252,13.2075337635592,13.1111620610726,13.8305273320514,13.3237885582639,13.164529328977,12.628568216076,13.5170647699712,13.2067323580957,12.6324257792269,12.0049646634402,12.2022904188023,12.1369961924149,12.2167160364366,11.6885388964894,12.233126932,12.2554339858836,11.9325606533213,11.6928797343069
"ENSMUSG00000000982",6.46919117606437,6.25067597872652,6.33699189914173,6.69924365687016,6.42138412579341,12.9406286065376,12.8450844910294,13.5978110095082,13.8964702836153,12.7867680530452,8.08226922188757,7.37997800503278,8.05188136212881,8.37859396418745,7.06508955723167,7.08070656106842,7.56725443384908,6.56991442994163,7.88505447512988,6.12075099741686,6.3703398567417,6.51302463029416,6.12796021863845,6.09321978804531
"ENSMUSG00000000983",4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,5.22084718499811,5.72762275387362,5.60602622062147,5.71732752739939,5.83103199295643,5.49238863886452,5.32522336020554,5.315064124721,5.32571303270216,4.76377188959797,5.23427663939736,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797,4.76377188959797
"ENSMUSG00000001014",6.67031662490661,6.87753046746797,6.81580266153716,6.91189123089428,6.5399904760204,6.7014129728722,6.56657160922749,6.88174919209326,6.95978452621343,6.86129702598409,6.77157642407832,6.72360419251584,6.59858451537306,6.59689481395041,6.7546327063361,6.53984295428986,6.34471330852401,6.49034213899935,6.91402510197463,5.78205265738087,6.15870913480502,6.26201914504851,6.26959619620603,6.51811732445961
"ENSMUSG00000001020",9.90458633946081,9.61162257215328,9.85510994492064,9.86857917682986,9.68088917886908,10.8671717541928,10.9809932512198,10.9713266904975,11.2771555412884,11.07183422577,11.4015231089866,11.4972229130337,11.3530864090538,11.5893249325933,10.2347377020723,10.7703747517336,10.5094438723668,10.1998948748329,10.3203469982186,9.07258092206073,9.34735106782499,8.94874175846387,8.95852392915766,8.93374199589944
"ENSMUSG00000001025",12.544877519708,12.705591049156,12.7565653061025,12.7397454864144,12.4643954666998,13.7211266440887,13.6079967399905,13.9472051937784,13.6640669645155,13.8301639146152,13.1538451032073,13.1287570917635,13.0890375544893,13.4018449610999,12.7749225110514,12.4889681455995,12.5989918375522,12.3012408472291,12.4117634326923,13.2142544847434,13.421227525975,13.5952510511824,13.6914244253266,13.1775497683459
"ENSMUSG00000001027",7.46097204728087,7.42379117528726,7.3825722111068,7.00641116373316,7.25087973424458,6.61680356117052,6.9398720634534,6.48346290527253,5.75815575316376,6.16386315636519,7.57754159280767,7.00668137967974,7.23677774720269,7.1050773100427,9.21518450171178,7.20430605920139,7.46529548727344,7.59269586899636,7.46029136190169,7.55406909363128,6.67206906555201,7.56396323141535,6.41892704232871,6.46351234833724
"ENSMUSG00000001029",12.6652182191723,12.8114195247038,12.6193707010342,12.7581350064982,12.7849705064705,11.955517284679,12.1475414083542,12.2008326904897,11.9031283259824,12.0386467599844,11.6281283878143,10.7811500713809,12.2886334622338,11.9228685943554,11.9444961550233,12.5714349415416,12.322059955791,12.1908804367627,12.5325051197862,11.4829031438084,11.2469044180483,11.0509607116436,11.841482054377,12.1640719434271
"ENSMUSG00000001036",11.3273830431783,11.2929928009038,11.339060112985,11.0620765444749,11.3288245421251,10.8973030813015,10.9606372955418,10.7417639146132,10.8398176170607,10.8866205615225,9.84081213541332,9.41274530115724,10.0354244319498,9.39014496336472,10.5140699009701,11.0953289025422,11.1495708831605,11.2606931018987,11.0070906057547,11.3682536316822,11.7454838367447,11.919569739614,11.4163294304599,11.5656416539015
"ENSMUSG00000001053",11.095423838857,11.0646981822072,11.3772282418331,11.1754109695095,11.5524744791935,11.1180606586753,10.9330412149068,11.2723065250486,11.232233356074,11.0455236125869,10.1556229372457,9.47498057555669,10.5655401037649,10.0535306128363,10.6259586945326,11.3453518686902,11.0772982462567,11.1939875274548,11.5687652468224,10.6177887371,9.872047569061,9.20569284149022,10.0327761819686,11.3165945793848
"ENSMUSG00000001095",7.22262682375154,6.74412660611023,6.84041314868739,7.13660712513561,6.58746354339026,7.76661501839842,7.30068358190359,7.4601452814773,8.15199907390254,7.72525708769847,6.57148114210369,7.34999180722066,7.6673892345092,7.68071307902494,7.08792949444202,6.61954579080621,6.76670656216932,6.65904512425047,7.05964387643224,5.93196386231244,6.6208905183905,6.47119100963861,5.81072678846624,6.19204312988926
"ENSMUSG00000001098",14.408976495769,14.5014903120645,14.4364647200461,14.4898749882241,14.4824080622298,13.8899505262863,13.9663274805236,13.9242092783704,13.8939278050742,13.9376187053219,13.1770263297447,12.9540252249948,13.6759940566549,12.756441421731,13.8177655168977,13.9600992883819,14.0045689733665,14.0444802562307,13.8318316759738,14.4025864892664,14.4318405954729,14.7585284557255,14.3965815366013,14.4226485337038
"ENSMUSG00000001128",10.0537294713901,9.58530867884917,10.0217369250891,10.161650804766,9.79826524571515,11.4550672402082,11.3012454787799,11.2888803997368,11.7133220054272,11.5342892692311,11.559702568989,11.1730584930434,11.3453137312894,11.4552663144221,10.8888110553937,10.3187157442679,10.2034882781135,9.95636035909174,10.6742362464354,9.34761455423695,9.42323852834952,10.2884954502943,9.77398670739722,9.3124171539796
"ENSMUSG00000001131",8.04239620987853,8.1563855481592,7.93137924262021,7.5953580989535,7.95115277115612,12.2214396400556,11.7522045646653,11.7396548788776,13.3188693034034,12.4280039187807,9.053116853118,8.80633778415135,9.63162200191699,9.0887063564134,8.73732806161743,8.07284645622892,8.22942464181389,8.07451727043883,8.0597849107871,7.09917213753987,7.48977664571876,8.01055994398659,7.72459907422203,7.88133637142973
"ENSMUSG00000001155",5.20898719006117,4.76377188959797,5.35133375777361,5.10788791577119,5.22953558263413,4.76377188959797,4.76377188959797,5.16518090590076,4.76377188959797,5.02076303081849,5.31703018233564,5.26657578904609,4.76377188959797,4.76377188959797,5.15886727765005,5.36942902172039,5.14885796638619,5.29505868442699,5.2266035068404,5.54804826864892,5.4670961971153,5.97121722151069,5.76790424508402,5.38741123477002
"ENSMUSG00000001156",11.080441999137,11.0951116609806,11.3974070876023,11.2439959196019,11.5823472757011,13.3424820685592,13.5440795225238,13.2839949795654,14.5340705161932,13.9824516400846,11.5155386684435,11.2861919839027,11.7436059496216,11.5512020596914,11.5037857110767,11.6255818971123,11.5094291987567,11.6613126086805,11.5669782308878,12.5145786066667,12.4364940252293,12.994134845592,12.5357383536496,12.0228473590765
"ENSMUSG00000001168",5.12776663214481,4.76377188959797,4.76377188959797,4.76377188959797,5.22953558263413,4.76377188959797,5.45153238089588,5.32964839464416,4.76377188959797,5.12673494385224,5.67181631077018,5.66031304612757,5.3792150171477,5.64418114313416,5.54678820563573,5.14850115484517,5.14885796638619,5.41266229991635,4.76377188959797,4.76377188959797,5.26353421827434,4.76377188959797,4.76377188959797,4.76377188959797
"ENSMUSG00000001228",8.47778240160835,8.62047271783318,8.49271002797928,8.34600076618947,8.78809800246547,11.0510749987256,10.9056957196349,10.8947866151036,11.3849043207789,10.9791126960934,10.0159924797546,10.1741259304145,10.72210489473,10.3439753313161,9.33014915858875,8.29173023555738,8.9162036209799,8.93852485722898,8.45985283730687,7.22209242163043,7.0953142948817,6.83677621421447,7.67178481509047,7.50998727924289
"ENSMUSG00000001270",12.1025927132811,12.1841739813768,12.1472203410504,12.1106824405276,12.025154345721,11.8580696656979,11.9107091783313,11.9004743198289,11.3721722745198,11.7061134744797,12.1026055599242,12.0770898615436,12.3221105943043,12.2839089178176,11.8088533750296,11.9902223182347,12.038331526463,11.5963866328346,11.9847680817991,11.0833301331381,11.0857432566132,11.2629133021402,10.9599627454347,11.0417361171224
"ENSMUSG00000001281",11.2837793158296,11.0544161440861,11.3949613136374,11.3538045048016,11.5792081174836,10.807906201702,11.1582892167823,10.8408505903646,11.202402289132,11.0253212082747,11.6039610735131,11.3534482622833,12.1299833080205,11.5006582019897,11.1655224980246,11.5429479796642,11.646305616925,11.5929100646946,11.7118871174493,9.15241764539198,9.98112084999651,9.43353016495846,9.71955824892399,9.38107635949847
"ENSMUSG00000001300",13.7619773288424,13.804439434114,13.8333249364203,13.8265247911917,13.9596331322928,12.7480089692525,12.6909463000124,12.7933335458847,12.6523826371444,12.8933727765966,12.1460604719836,11.7106373252707,12.8368635671275,11.83576177595,13.4047029116447,13.7356501235397,13.276841977394,13.8453125703155,13.6983282975634,13.8491894887985,14.2691822168382,14.5982399605353,14.2006545439751,13.5825746879003
"ENSMUSG00000001348",10.5265781982732,10.2698127522134,10.7797459124915,10.6246688147861,10.544352374367,12.4174051249694,11.8841383253423,11.6258851045556,12.6296401107304,12.1075185005076,12.5521020347829,12.0398844904396,12.5749334959359,12.6293838426458,11.7387441561279,10.5401964538705,11.091530510798,11.2065543645172,10.7431280636914,10.9490761146413,11.4524438816758,11.0379941330075,10.664622040426,9.92075209114089
"ENSMUSG00000001403",7.93763424523375,7.79153917316535,7.80562144210076,7.63036781192437,7.97344693374791,10.187891240814,9.68681581151122,9.84766439269679,10.0970276213052,10.095789927471,10.1167143063304,10.0894339592867,10.4635522326407,10.7624508894771,9.58859377136629,7.61715663951547,7.81583756193425,8.18119538646815,7.86750446788885,6.92025689096522,6.79916105655813,7.71269222362011,7.24408140072378,6.81702075406731
"ENSMUSG00000001435",11.5984562652832,11.6390143164805,11.3557573207823,11.4434244333,11.6582599158225,12.3273862600425,12.1921930893755,12.169354730921,12.4592484304971,12.0844461577658,11.3588332846136,10.5528351071386,12.0051802203452,10.6859036133814,11.5612012530148,11.542478031969,11.5730503641401,11.4665796354788,11.5970604574326,10.3952808766698,10.6628578589467,10.8014430096512,10.5506079747381,10.3787529865725
